Batch_ID,Stage,Start_Time_Min,End_Time_Min,Duration_Min
Бородинский_batch_1,Комбинирование,0,21,21
Бородинский_batch_3,Комбинирование,0,21,21
Бородинский_batch_1,Смешивание,21,31,10
Бородинский_batch_3,Смешивание,21,31,10
Бородинский_batch_4,Комбинирование,21,42,21
Диета_batch_2,Комбинирование,21,42,21
Бородинский_batch_1,Формовка,31,42,11
Бородинский_batch_3,Формовка,31,42,11
Бородинский_batch_1,Расстойка,42,62,20
Бородинский_batch_2,Комбинирование,42,63,21
Бородинский_batch_3,Расстойка,42,62,20
Бородинский_batch_4,Смешивание,42,52,10
Диета_batch_2,Смешивание,42,52,10
Диета_batch_3,Комбинирование,42,63,21
Бородинский_batch_4,Формовка,52,63,11
Диета_batch_2,Формовка,52,63,11
Бородинский_batch_1,Выпекание,62,117,55
Бородинский_batch_3,Выпекание,62,117,55
Бородинский_batch_2,Смешивание,63,73,10
Бородинский_batch_4,Расстойка,63,83,20
Бородинский_batch_5,Комбинирование,63,76,13
Диета_batch_1,Комбинирование,63,84,21
Диета_batch_2,Расстойка,63,101,38
Диета_batch_3,Смешивание,63,73,10
Бородинский_batch_2,Формовка,73,84,11
Диета_batch_3,Формовка,73,84,11
Бородинский_batch_5,Смешивание,76,86,10
Формовой_batch_3,Комбинирование,76,97,21
Бородинский_batch_4,Выпекание,83,138,55
Бородинский_batch_2,Расстойка,84,104,20
Диета_batch_1,Смешивание,84,94,10
Диета_batch_3,Расстойка,84,122,38
Формовой_batch_4,Комбинирование,84,105,21
Бородинский_batch_5,Формовка,86,93,7
Бородинский_batch_5,Расстойка,93,113,20
Диета_batch_1,Формовка,94,105,11
Формовой_batch_11,Комбинирование,97,118,21
Формовой_batch_3,Смешивание,97,109,12
Диета_batch_2,Выпекание,101,136,35
Бородинский_batch_2,Выпекание,104,159,55
Диета_batch_1,Расстойка,105,143,38
Формовой_batch_4,Смешивание,105,117,12
Формовой_batch_9,Комбинирование,105,126,21
Формовой_batch_3,Формовка,109,120,11
Бородинский_batch_5,Выпекание,113,168,55
Бородинский_batch_1,Остывание,117,237,120
Бородинский_batch_3,Остывание,117,237,120
Формовой_batch_4,Формовка,117,128,11
Формовой_batch_11,Смешивание,118,130,12
Формовой_batch_8,Комбинирование,118,139,21
Формовой_batch_3,Расстойка,120,145,25
Диета_batch_3,Выпекание,122,157,35
Формовой_batch_14,Комбинирование,126,147,21
Формовой_batch_9,Смешивание,126,138,12
Формовой_batch_4,Расстойка,128,153,25
Формовой_batch_11,Формовка,130,141,11
Диета_batch_2,Остывание,136,226,90
Бородинский_batch_4,Остывание,138,258,120
Формовой_batch_9,Формовка,138,149,11
Формовой_batch_20,Комбинирование,139,160,21
Формовой_batch_8,Смешивание,139,151,12
Формовой_batch_11,Расстойка,141,166,25
Диета_batch_1,Выпекание,143,178,35
Формовой_batch_3,Выпекание,145,190,45
Формовой_batch_14,Смешивание,147,159,12
Формовой_batch_19,Комбинирование,147,168,21
Формовой_batch_9,Расстойка,149,174,25
Формовой_batch_8,Формовка,151,162,11
Формовой_batch_4,Выпекание,153,198,45
Диета_batch_3,Остывание,157,247,90
Бородинский_batch_2,Остывание,159,279,120
Формовой_batch_14,Формовка,159,170,11
Формовой_batch_18,Комбинирование,160,181,21
Формовой_batch_20,Смешивание,160,172,12
Формовой_batch_8,Расстойка,162,187,25
Формовой_batch_11,Выпекание,166,211,45
Бородинский_batch_5,Остывание,168,288,120
Мини формовой_batch_2,Комбинирование,168,189,21
Формовой_batch_19,Смешивание,168,180,12
Формовой_batch_14,Расстойка,170,195,25
Формовой_batch_20,Формовка,172,183,11
Формовой_batch_9,Выпекание,174,219,45
Диета_batch_1,Остывание,178,268,90
Формовой_batch_19,Формовка,180,191,11
Формовой_batch_12,Комбинирование,181,202,21
Формовой_batch_18,Смешивание,181,193,12
Формовой_batch_20,Расстойка,183,208,25
Формовой_batch_8,Выпекание,187,232,45
Мини формовой_batch_2,Смешивание,189,201,12
Мини формовой_batch_3,Комбинирование,189,210,21
Формовой_batch_3,Остывание,190,280,90
Формовой_batch_19,Расстойка,191,216,25
Формовой_batch_18,Формовка,193,204,11
Формовой_batch_14,Выпекание,195,240,45
Формовой_batch_4,Остывание,198,288,90
Мини формовой_batch_2,Формовка,201,212,11
Формовой_batch_12,Смешивание,202,214,12
Формовой_batch_7,Комбинирование,202,223,21
Формовой_batch_18,Расстойка,204,229,25
Формовой_batch_20,Выпекание,208,253,45
Мини формовой_batch_3,Смешивание,210,222,12
Формовой_batch_10,Комбинирование,210,231,21
Формовой_batch_11,Остывание,211,301,90
Мини формовой_batch_2,Расстойка,212,237,25
Формовой_batch_12,Формовка,214,225,11
Формовой_batch_19,Выпекание,216,261,45
Формовой_batch_9,Остывание,219,309,90
Мини формовой_batch_3,Формовка,222,233,11
Формовой_batch_23,Комбинирование,223,244,21
Формовой_batch_7,Смешивание,223,235,12
Формовой_batch_12,Расстойка,225,250,25
Формовой_batch_18,Выпекание,229,274,45
Формовой_batch_10,Смешивание,231,243,12
Формовой_batch_22,Комбинирование,231,252,21
Формовой_batch_8,Остывание,232,322,90
Мини формовой_batch_3,Расстойка,233,258,25
Формовой_batch_7,Формовка,235,246,11
Мини формовой_batch_2,Выпекание,237,282,45
Формовой_batch_14,Остывание,240,330,90
Формовой_batch_10,Формовка,243,254,11
Формовой_batch_21,Комбинирование,244,265,21
Формовой_batch_23,Смешивание,244,256,12
Формовой_batch_7,Расстойка,246,271,25
Формовой_batch_12,Выпекание,250,295,45
Формовой_batch_22,Смешивание,252,264,12
Формовой_batch_5,Комбинирование,252,273,21
Формовой_batch_20,Остывание,253,343,90
Формовой_batch_10,Расстойка,254,279,25
Формовой_batch_23,Формовка,256,267,11
Мини формовой_batch_3,Выпекание,258,303,45
Формовой_batch_19,Остывание,261,351,90
Формовой_batch_22,Формовка,264,275,11
Формовой_batch_21,Смешивание,265,277,12
Формовой_batch_24,Комбинирование,265,286,21
Формовой_batch_23,Расстойка,267,292,25
Формовой_batch_7,Выпекание,271,316,45
Формовой_batch_5,Смешивание,273,285,12
Формовой_batch_6,Комбинирование,273,294,21
Формовой_batch_18,Остывание,274,364,90
Формовой_batch_22,Расстойка,275,300,25
Формовой_batch_21,Формовка,277,288,11
Формовой_batch_10,Выпекание,279,324,45
Мини формовой_batch_2,Остывание,282,372,90
Формовой_batch_5,Формовка,285,296,11
Формовой_batch_16,Комбинирование,286,307,21
Формовой_batch_24,Смешивание,286,298,12
Формовой_batch_21,Расстойка,288,313,25
Формовой_batch_23,Выпекание,292,337,45
Формовой_batch_1,Комбинирование,294,315,21
Формовой_batch_6,Смешивание,294,306,12
Формовой_batch_12,Остывание,295,385,90
Формовой_batch_5,Расстойка,296,321,25
Формовой_batch_24,Формовка,298,309,11
Формовой_batch_22,Выпекание,300,345,45
Мини формовой_batch_3,Остывание,303,393,90
Формовой_batch_6,Формовка,306,317,11
Мини формовой_batch_1,Комбинирование,307,328,21
Формовой_batch_16,Смешивание,307,319,12
Формовой_batch_24,Расстойка,309,334,25
Формовой_batch_21,Выпекание,313,358,45
Формовой_batch_1,Смешивание,315,327,12
Формовой_batch_15,Комбинирование,315,336,21
Формовой_batch_7,Остывание,316,406,90
Формовой_batch_6,Расстойка,317,342,25
Формовой_batch_16,Формовка,319,330,11
Формовой_batch_5,Выпекание,321,366,45
Формовой_batch_10,Остывание,324,414,90
Формовой_batch_1,Формовка,327,338,11
Мини формовой_batch_1,Смешивание,328,340,12
Формовой_batch_2,Комбинирование,328,349,21
Формовой_batch_16,Расстойка,330,355,25
Формовой_batch_24,Выпекание,334,379,45
Формовой_batch_15,Смешивание,336,348,12
Формовой_batch_17,Комбинирование,336,357,21
Формовой_batch_23,Остывание,337,427,90
Формовой_batch_1,Расстойка,338,363,25
Мини формовой_batch_1,Формовка,340,351,11
Формовой_batch_6,Выпекание,342,387,45
Формовой_batch_22,Остывание,345,435,90
Формовой_batch_15,Формовка,348,359,11
Мини формовой_batch_4,Комбинирование,349,360,11
Формовой_batch_2,Смешивание,349,361,12
Мини формовой_batch_1,Расстойка,351,376,25
Формовой_batch_16,Выпекание,355,400,45
Формовой_batch_13,Комбинирование,357,378,21
Формовой_batch_17,Смешивание,357,369,12
Формовой_batch_21,Остывание,358,448,90
Формовой_batch_15,Расстойка,359,384,25
Мини формовой_batch_4,Смешивание,360,372,12
Формовой_batch_25,Комбинирование,360,367,7
Формовой_batch_2,Формовка,361,372,11
Формовой_batch_1,Выпекание,363,408,45
Формовой_batch_5,Остывание,366,456,90
Диета_batch_4,Комбинирование,367,369,2
Формовой_batch_25,Смешивание,367,379,12
Багет новый_batch_2,Комбинирование,369,390,21
Диета_batch_4,Смешивание,369,379,10
Формовой_batch_17,Формовка,369,380,11
Мини формовой_batch_4,Формовка,372,378,6
Формовой_batch_2,Расстойка,372,397,25
Мини формовой_batch_1,Выпекание,376,421,45
